edad,peso,talla,sexo,provincia,dni,fecha_nacimiento,bmi,bmi_agrupado,bmi_agrupado2
28,76.0,1.8,HOMBRE,VALENCIA,71506812P,31/12/1992,23.46,Normal,Normal
26,75.0,1.8,HOMBRE,VALENCIA,54714535Z,20/5/1994,23.15,Normal,Normal
32,72.1,1.7,HOMBRE,VALENCIA,27915607H,11/6/1988,24.95,Normal,Normal
34,79.0,1.78,HOMBRE,VALENCIA,45094407H,26/8/1986,24.93,Normal,Normal
32,82.0,1.68,HOMBRE,VALENCIA,48959637X,8/5/1988,29.05,Sobrepeso,Sobrepeso
31,88.1,1.7,HOMBRE,VALENCIA,42603481V,27/5/1989,30.48,Obesidad clase 1,Obesidad
28,89.7,1.78,HOMBRE,VALENCIA,57291355T,8/7/1992,28.31,Sobrepeso,Sobrepeso
33,81.0,1.65,HOMBRE,VALENCIA,33584611U,12/5/1987,29.75,Sobrepeso,Sobrepeso
31,65.7,1.605,MUJER,VALENCIA,37235106E,30/4/1989,25.5,Sobrepeso,Sobrepeso
28,66.7,1.69,MUJER,VALENCIA,35345438W,18/2/1992,23.35,Normal,Normal
27,72.4,1.66,MUJER,VALENCIA,56174733Z,25/1/1993,26.27,Sobrepeso,Sobrepeso
27,77.2,1.71,MUJER,VALENCIA,52696026A,19/9/1993,26.4,Sobrepeso,Sobrepeso
31,65.7,1.55,MUJER,VALENCIA,58107348I,12/1/1989,27.35,Sobrepeso,Sobrepeso
28,80.0,1.67,MUJER,VALENCIA,52180662O,28/10/1992,28.69,Sobrepeso,Sobrepeso
43,80.0,1.78,HOMBRE,VALENCIA,55444634J,18/6/1977,25.25,Sobrepeso,Sobrepeso
36,64.3,1.68,HOMBRE,VALENCIA,81298728H,26/10/1984,22.78,Normal,Normal
40,74.9,1.69,HOMBRE,VALENCIA,83102502V,22/8/1980,26.22,Sobrepeso,Sobrepeso
36,86.2,1.8,HOMBRE,VALENCIA,56432415J,14/11/1984,26.6,Sobrepeso,Sobrepeso
43,81.0,1.7,HOMBRE,VALENCIA,15074454E,20/5/1977,28.03,Sobrepeso,Sobrepeso
38,73.0,1.56,HOMBRE,VALENCIA,74598996Z,19/7/1982,30.0,Obesidad clase 1,Obesidad
42,67.0,1.56,MUJER,VALENCIA,18295479L,4/10/1978,27.53,Sobrepeso,Sobrepeso
35,55.7,1.61,MUJER,VALENCIA,85851110N,16/2/1985,21.49,Normal,Normal
35,58.9,1.56,MUJER,VALENCIA,81212834D,2/9/1985,24.2,Normal,Normal
41,50.0,1.48,MUJER,VALENCIA,87783725N,28/1/1979,22.83,Normal,Normal
36,74.4,1.72,MUJER,VALENCIA,20528723W,20/10/1984,25.15,Sobrepeso,Sobrepeso
36,58.5,1.53,MUJER,VALENCIA,74727837K,18/9/1984,24.99,Normal,Normal
38,62.0,1.57,MUJER,VALENCIA,57420196F,26/12/1982,25.15,Sobrepeso,Sobrepeso
41,76.0,1.7,MUJER,VALENCIA,70132508A,23/3/1979,26.3,Sobrepeso,Sobrepeso
37,77.8,1.7,MUJER,VALENCIA,21988921J,15/5/1983,26.92,Sobrepeso,Sobrepeso
42,76.0,1.63,MUJER,VALENCIA,28860441A,5/3/1978,28.6,Sobrepeso,Sobrepeso
45,77.2,1.61,MUJER,VALENCIA,40756760E,13/3/1975,29.78,Sobrepeso,Sobrepeso
47,98.0,1.8,MUJER,VALENCIA,37492788Q,25/7/1973,30.25,Obesidad clase 1,Obesidad
62,61.8,1.54,HOMBRE,VALENCIA,81470516Z,21/4/1958,26.06,Sobrepeso,Sobrepeso
53,64.8,1.67,HOMBRE,VALENCIA,50634570T,26/3/1967,23.23,Normal,Normal
56,68.0,1.6,HOMBRE,VALENCIA,69273568Y,4/5/1964,26.56,Sobrepeso,Sobrepeso
54,90.0,1.82,HOMBRE,VALENCIA,32467989V,1/10/1966,27.17,Sobrepeso,Sobrepeso
54,77.0,1.73,HOMBRE,VALENCIA,76703399E,3/10/1966,25.73,Sobrepeso,Sobrepeso
63,62.8,1.55,HOMBRE,VALENCIA,38394675J,27/5/1957,26.14,Sobrepeso,Sobrepeso
63,64.2,1.48,MUJER,VALENCIA,76059194K,17/1/1957,29.31,Sobrepeso,Sobrepeso
63,67.5,1.645,MUJER,VALENCIA,32811565X,16/9/1957,24.94,Normal,Normal
58,71.3,1.61,MUJER,VALENCIA,78163597U,10/10/1962,27.51,Sobrepeso,Sobrepeso
73,56.9,1.62,HOMBRE,VALENCIA,28516865H,2/9/1947,21.68,Normal,Normal
71,91.0,1.65,HOMBRE,VALENCIA,22847861F,24/10/1949,33.43,Obesidad clase 1,Obesidad
65,50.7,1.5,MUJER,VALENCIA,27829713W,22/8/1955,22.53,Normal,Normal
73,71.3,1.55,MUJER,VALENCIA,27786766C,29/3/1947,29.68,Sobrepeso,Sobrepeso
67,70.9,1.6,MUJER,VALENCIA,80396841Y,21/11/1953,27.7,Sobrepeso,Sobrepeso
67,61.0,1.4709999999999999,MUJER,VALENCIA,75887406P,22/11/1953,28.19,Sobrepeso,Sobrepeso
20,61.5,1.781,HOMBRE,VALENCIA,17522433L,15/4/2000,19.39,Normal,Normal
20,79.5,1.775,HOMBRE,VALENCIA,19455048D,19/11/2000,25.23,Sobrepeso,Sobrepeso
18,73.2,1.88,HOMBRE,VALENCIA,45910400A,26/10/2002,20.71,Normal,Normal
23,70.1,1.665,HOMBRE,VALENCIA,13571309S,12/11/1997,25.29,Sobrepeso,Sobrepeso
21,,,HOMBRE,VALENCIA,24222165Q,28/3/1999,,Obesidad clase 3,Obesidad
20,68.3,1.6980000000000002,HOMBRE,VALENCIA,26713091H,20/3/2000,23.69,Normal,Normal
21,101.3,1.8,HOMBRE,VALENCIA,39468350W,21/2/1999,31.27,Obesidad clase 1,Obesidad
22,77.8,1.675,HOMBRE,VALENCIA,77862968B,3/8/1998,27.73,Sobrepeso,Sobrepeso
15,43.0,1.618,HOMBRE,VALENCIA,41873382G,3/10/2005,16.43,Infrapeso,Infrapeso
16,75.2,1.83,HOMBRE,VALENCIA,18553161C,1/3/2004,22.46,Normal,Normal
20,74.2,1.82,HOMBRE,VALENCIA,61629002Y,27/1/2000,22.4,Normal,Normal
21,59.4,1.83,HOMBRE,VALENCIA,23878589A,5/9/1999,17.74,Infrapeso,Infrapeso
19,58.6,1.795,HOMBRE,VALENCIA,27013720G,21/1/2001,18.19,Infrapeso,Infrapeso
18,62.4,1.854,HOMBRE,VALENCIA,77991809H,11/2/2002,18.15,Infrapeso,Infrapeso
17,62.2,1.77,HOMBRE,VALENCIA,60426486C,11/7/2003,19.85,Normal,Normal
19,55.7,1.7,HOMBRE,VALENCIA,64721186H,15/5/2001,19.27,Normal,Normal
19,59.1,1.79,HOMBRE,VALENCIA,64463504D,30/3/2001,18.45,Infrapeso,Infrapeso
18,68.8,1.86,HOMBRE,VALENCIA,27185508G,27/8/2002,19.89,Normal,Normal
20,64.1,1.795,HOMBRE,VALENCIA,34787127B,17/1/2000,19.89,Normal,Normal
20,67.1,1.83,HOMBRE,VALENCIA,59395758X,18/11/2000,20.04,Normal,Normal
15,65.5,1.77,HOMBRE,VALENCIA,59567546R,14/9/2005,20.91,Normal,Normal
15,56.9,1.68,HOMBRE,VALENCIA,82114721N,17/9/2005,20.16,Normal,Normal
22,58.3,1.72,HOMBRE,VALENCIA,85937004M,16/7/1998,19.71,Normal,Normal
20,48.0,1.59,HOMBRE,VALENCIA,82157668V,18/6/2000,18.99,Normal,Normal
17,54.1,1.625,HOMBRE,VALENCIA,40456131P,12/10/2003,20.49,Normal,Normal
15,68.3,1.78,HOMBRE,VALENCIA,33541664M,8/5/2005,21.56,Normal,Normal
16,61.8,1.71,HOMBRE,VALENCIA,78721908J,29/12/2004,21.13,Normal,Normal
22,53.5,1.6,HOMBRE,VALENCIA,30020010Q,23/1/1998,20.9,Normal,Normal
20,77.0,1.91,HOMBRE,VALENCIA,26369515T,11/9/2000,21.11,Normal,Normal
19,64.0,1.75,HOMBRE,VALENCIA,47284704J,8/3/2001,20.9,Normal,Normal
21,62.2,1.705,HOMBRE,VALENCIA,12454687Y,25/11/1999,21.4,Normal,Normal
21,64.6,1.715,HOMBRE,VALENCIA,60297645Y,18/2/1999,21.96,Normal,Normal
15,51.3,1.665,HOMBRE,VALENCIA,26283621O,5/10/2005,18.5,Normal,Normal
24,69.3,1.8030000000000002,HOMBRE,VALENCIA,21129981A,19/8/1996,21.32,Normal,Normal
24,72.5,1.845,HOMBRE,VALENCIA,25940045K,12/2/1996,21.3,Normal,Normal
20,63.8,1.73,HOMBRE,VALENCIA,38824145L,10/10/2000,21.32,Normal,Normal
21,67.1,1.8,HOMBRE,VALENCIA,85421640R,11/6/1999,20.71,Normal,Normal
18,64.3,1.715,HOMBRE,VALENCIA,34615339W,2/2/2002,21.86,Normal,Normal
18,71.6,1.76,HOMBRE,ALICANTE,19412101E,14/5/2002,23.11,Normal,Normal
24,78.0,1.83,HOMBRE,VALENCIA,39511297W,6/6/1996,23.29,Normal,Normal
19,69.0,1.795,HOMBRE,VALENCIA,77175816M,17/12/2001,21.42,Normal,Normal
17,67.0,1.76,HOMBRE,VALENCIA,46211029S,18/1/2003,21.63,Normal,Normal
16,66.7,1.73,HOMBRE,VALENCIA,32425042F,13/5/2004,22.29,Normal,Normal
18,65.0,1.72,HOMBRE,VALENCIA,23406172Q,19/12/2002,21.97,Normal,Normal
17,81.0,1.84,HOMBRE,VALENCIA,72494593W,11/7/2003,23.92,Normal,Normal
19,71.5,1.754,HOMBRE,VALENCIA,48100697I,12/12/2001,23.24,Normal,Normal
21,71.9,1.74,HOMBRE,VALENCIA,51321722L,26/5/1999,23.75,Normal,Normal
17,73.9,1.79,HOMBRE,VALENCIA,53383178P,6/7/2003,23.06,Normal,Normal
20,64.4,1.71,HOMBRE,VALENCIA,69101780D,16/4/2000,22.02,Normal,Normal
20,71.4,1.77,HOMBRE,VALENCIA,68715257M,14/6/2000,22.79,Normal,Normal
19,82.5,1.91,HOMBRE,VALENCIA,47757121T,18/11/2001,22.61,Normal,Normal
22,76.3,1.79,HOMBRE,VALENCIA,23577960X,1/7/1998,23.81,Normal,Normal
22,75.6,1.85,HOMBRE,VALENCIA,83016608G,25/8/1998,22.09,Normal,Normal
15,68.4,1.735,HOMBRE,VALENCIA,14086673D,3/3/2005,22.72,Normal,Normal
18,65.9,1.675,HOMBRE,VALENCIA,24823423L,19/11/2002,23.49,Normal,Normal
20,65.0,1.69,HOMBRE,VALENCIA,80353894I,30/6/2000,22.76,Normal,Normal
22,78.9,1.815,HOMBRE,VALENCIA,24866370S,6/11/1998,23.95,Normal,Normal
16,65.8,1.7,HOMBRE,VALENCIA,15503924L,5/1/2004,22.77,Normal,Normal
21,75.0,1.81,HOMBRE,VALENCIA,30707162S,12/5/1999,22.89,Normal,Normal
19,76.3,1.81,HOMBRE,VALENCIA,87869619O,11/7/2001,23.29,Normal,Normal
22,64.4,1.675,HOMBRE,VALENCIA,41186230O,19/11/1998,22.95,Normal,Normal
16,79.3,1.79,HOMBRE,VALENCIA,45352089Y,11/6/2004,24.75,Normal,Normal
19,61.5,1.615,HOMBRE,VALENCIA,16276970U,25/9/2001,23.58,Normal,Normal
23,75.2,1.785,HOMBRE,VALENCIA,33885240P,15/12/1997,23.6,Normal,Normal
23,76.6,1.785,HOMBRE,VALENCIA,20356935E,13/5/1997,24.04,Normal,Normal
24,76.2,1.765,HOMBRE,VALENCIA,21688292I,5/3/1996,24.46,Normal,Normal
23,85.0,1.77,HOMBRE,VALENCIA,30191798X,28/6/1997,27.13,Sobrepeso,Sobrepeso
21,74.9,1.745,HOMBRE,VALENCIA,58837447O,13/2/1999,24.6,Normal,Normal
23,81.0,1.79,HOMBRE,VALENCIA,58880394S,17/2/1997,25.28,Sobrepeso,Sobrepeso
16,82.0,1.805,HOMBRE,VALENCIA,78850749X,5/10/2004,25.17,Sobrepeso,Sobrepeso
15,76.0,1.68,HOMBRE,VALENCIA,23921536G,5/9/2005,26.93,Sobrepeso,Sobrepeso
23,98.8,1.92,HOMBRE,VALENCIA,24393953L,14/12/1997,26.8,Sobrepeso,Sobrepeso
20,77.3,1.75,HOMBRE,VALENCIA,41787488G,27/6/2000,25.24,Sobrepeso,Sobrepeso
20,79.9,1.77,HOMBRE,VALENCIA,64635292G,29/9/2000,25.5,Sobrepeso,Sobrepeso
22,79.2,1.815,HOMBRE,VALENCIA,54199171O,23/6/1998,24.04,Normal,Normal
23,79.8,1.795,HOMBRE,VALENCIA,20657564N,11/11/1997,24.77,Normal,Normal
20,82.3,1.78,HOMBRE,VALENCIA,17651274W,27/3/2000,25.98,Sobrepeso,Sobrepeso
24,88.6,1.854,HOMBRE,VALENCIA,68500522Y,21/1/1996,25.78,Sobrepeso,Sobrepeso
21,75.0,1.72,HOMBRE,VALENCIA,63733405W,12/1/1999,25.35,Sobrepeso,Sobrepeso
20,89.5,1.81,HOMBRE,VALENCIA,40627919Q,6/11/2000,27.32,Sobrepeso,Sobrepeso
23,90.6,1.8319999999999999,HOMBRE,VALENCIA,38652357L,28/8/1997,26.99,Sobrepeso,Sobrepeso
19,80.2,1.71,HOMBRE,VALENCIA,81857039I,7/5/2001,27.43,Sobrepeso,Sobrepeso
19,91.7,1.88,HOMBRE,ALICANTE,24308059J,27/8/2001,25.94,Sobrepeso,Sobrepeso
19,72.8,1.7,HOMBRE,VALENCIA,46296923A,16/10/2001,25.19,Sobrepeso,Sobrepeso
21,87.1,1.77,HOMBRE,VALENCIA,22160709A,21/11/1999,27.8,Sobrepeso,Sobrepeso
17,80.1,1.725,HOMBRE,VALENCIA,13914885C,16/2/2003,26.92,Sobrepeso,Sobrepeso
24,81.7,1.67,HOMBRE,VALENCIA,22890808V,23/1/1996,29.29,Sobrepeso,Sobrepeso
23,62.5,1.605,HOMBRE,VALENCIA,77691180Z,11/11/1997,24.26,Normal,Normal
18,84.0,1.67,HOMBRE,VALENCIA,42474640Q,11/6/2002,30.12,Obesidad clase 1,Obesidad
19,98.5,1.91,HOMBRE,VALENCIA,58579765Y,23/12/2001,27.0,Sobrepeso,Sobrepeso
17,80.6,1.7,HOMBRE,VALENCIA,89415711L,23/10/2003,27.89,Sobrepeso,Sobrepeso
21,77.6,1.66,HOMBRE,VALENCIA,22074815M,5/9/1999,28.16,Sobrepeso,Sobrepeso
19,104.2,1.76,HOMBRE,VALENCIA,32510936I,28/9/2001,33.64,Obesidad clase 1,Obesidad
24,83.3,1.68,HOMBRE,ALICANTE,78249491O,8/11/1996,29.51,Sobrepeso,Sobrepeso
24,89.3,1.68,HOMBRE,VALENCIA,66954430I,5/3/1996,31.64,Obesidad clase 1,Obesidad
17,129.8,2.01,HOMBRE,VALENCIA,17393592A,14/11/2003,32.13,Obesidad clase 1,Obesidad
19,102.1,1.675,HOMBRE,VALENCIA,40499078V,14/7/2001,36.39,Obesidad clase 2,Obesidad
20,70.1,1.71,HOMBRE,VALENCIA,23492066C,15/6/2000,23.97,Normal,Normal
21,51.6,1.61,MUJER,VALENCIA,17350645V,29/3/1999,19.91,Normal,Normal
15,57.0,1.675,MUJER,VALENCIA,13485415H,13/2/2005,20.32,Normal,Normal
23,54.8,1.65,MUJER,VALENCIA,54671588J,30/6/1997,20.13,Normal,Normal
14,,,MUJER,VALENCIA,79108431Y,26/12/2006,,Obesidad clase 3,Obesidad
19,48.6,1.6,MUJER,VALENCIA,37149212O,15/6/2001,18.98,Normal,Normal
19,64.5,1.55,MUJER,VALENCIA,47671227W,10/8/2001,26.85,Sobrepeso,Sobrepeso
18,36.2,1.54,MUJER,VALENCIA,42259905X,3/2/2002,15.26,Infrapeso,Infrapeso
15,47.6,1.58,MUJER,VALENCIA,87268361L,8/8/2005,19.07,Normal,Normal
16,46.1,1.565,MUJER,VALENCIA,16663493N,29/7/2004,18.82,Normal,Normal
22,58.2,1.765,MUJER,VALENCIA,35130703O,5/7/1998,18.68,Normal,Normal
15,50.2,1.65,MUJER,VALENCIA,75114360J,14/7/2005,18.44,Infrapeso,Infrapeso
15,42.7,1.526,MUJER,VALENCIA,24093324B,30/9/2005,18.34,Infrapeso,Infrapeso
16,53.6,1.66,MUJER,VALENCIA,42517587C,20/6/2004,19.45,Normal,Normal
15,46.4,1.585,MUJER,VALENCIA,76230982U,20/1/2005,18.47,Infrapeso,Infrapeso
18,43.1,1.62,MUJER,VALENCIA,19540942I,6/8/2002,16.42,Infrapeso,Infrapeso
17,46.8,1.58,MUJER,VALENCIA,80053265Y,2/12/2003,18.75,Normal,Normal
15,51.9,1.67,MUJER,VALENCIA,26068886P,3/5/2005,18.61,Normal,Normal
15,45.5,1.555,MUJER,VALENCIA,41400965R,2/1/2005,18.82,Normal,Normal
17,51.5,1.62,MUJER,VALENCIA,18381373B,6/2/2003,19.62,Normal,Normal
14,48.0,1.585,MUJER,VALENCIA,64549398X,6/9/2006,19.11,Normal,Normal
23,56.8,1.67,MUJER,VALENCIA,48315432Q,5/4/1997,20.37,Normal,Normal
21,64.4,1.7009999999999998,MUJER,VALENCIA,80482735Y,7/9/1999,22.26,Normal,Normal
18,57.9,1.66,MUJER,VALENCIA,57205461K,15/2/2002,21.01,Normal,Normal
21,54.0,1.65,MUJER,VALENCIA,52137715X,24/4/1999,19.83,Normal,Normal
14,53.7,1.65,MUJER,VALENCIA,74470155E,7/2/2006,19.72,Normal,Normal
17,58.3,1.65,MUJER,VALENCIA,63561617F,24/8/2003,21.41,Normal,Normal
21,52.7,1.63,MUJER,VALENCIA,21645345C,12/7/1999,19.84,Normal,Normal
17,52.0,1.69,MUJER,VALENCIA,30277692X,10/10/2003,18.21,Infrapeso,Infrapeso
20,59.4,1.685,MUJER,VALENCIA,48229538L,2/7/2000,20.92,Normal,Normal
23,57.0,1.7,MUJER,VALENCIA,31952625W,24/11/1997,19.72,Normal,Normal
22,50.9,1.6230000000000002,MUJER,VALENCIA,29504646W,1/1/1998,19.32,Normal,Normal
23,55.5,1.655,MUJER,VALENCIA,82415350G,3/4/1997,20.26,Normal,Normal
20,56.8,1.565,MUJER,VALENCIA,29032229Q,15/9/2000,23.19,Normal,Normal
20,51.2,1.605,MUJER,VALENCIA,80783364S,27/8/2000,19.88,Normal,Normal
20,51.0,1.59,MUJER,VALENCIA,76316876S,14/10/2000,20.17,Normal,Normal
18,51.5,1.6059999999999999,MUJER,VALENCIA,49303213Z,12/9/2002,19.97,Normal,Normal
18,49.0,1.64,MUJER,VALENCIA,87440149K,16/7/2002,18.22,Infrapeso,Infrapeso
16,48.4,1.565,MUJER,VALENCIA,79280219R,15/12/2004,19.76,Normal,Normal
23,58.3,1.64,MUJER,VALENCIA,86280580L,3/1/1997,21.68,Normal,Normal
16,63.9,1.78,MUJER,VALENCIA,35989643U,22/12/2004,20.17,Normal,Normal
22,49.6,1.57,MUJER,VALENCIA,24479847G,16/11/1998,20.12,Normal,Normal
17,50.0,1.58,MUJER,VALENCIA,79580848Z,23/5/2003,20.03,Normal,Normal
19,56.6,1.585,MUJER,VALENCIA,62058472W,2/2/2001,22.53,Normal,Normal
20,51.0,1.575,MUJER,VALENCIA,59610493E,29/9/2000,20.56,Normal,Normal
22,63.1,1.705,MUJER,VALENCIA,55831157J,21/5/1998,21.71,Normal,Normal
15,62.7,1.72,MUJER,VALENCIA,12669422K,15/12/2005,21.19,Normal,Normal
21,60.0,1.71,MUJER,VALENCIA,29719381X,17/5/1999,20.52,Normal,Normal
24,55.8,1.655,MUJER,VALENCIA,26970773Z,25/7/1996,20.37,Normal,Normal
17,50.8,1.56,MUJER,VALENCIA,54370959S,16/5/2003,20.87,Normal,Normal
16,61.3,1.683,MUJER,VALENCIA,23835642O,6/2/2004,21.64,Normal,Normal
18,57.7,1.52,MUJER,VALENCIA,62788571Y,27/11/2002,24.97,Normal,Normal
22,56.5,1.65,MUJER,VALENCIA,76488664P,3/7/1998,20.75,Normal,Normal
24,57.7,1.65,MUJER,VALENCIA,60469433B,3/1/1996,21.19,Normal,Normal
22,51.4,1.565,MUJER,VALENCIA,54113277X,21/8/1998,20.99,Normal,Normal
17,49.1,1.545,MUJER,VALENCIA,15976341O,22/8/2003,20.57,Normal,Normal
22,53.7,1.5,MUJER,VALENCIA,12970051E,25/12/1998,23.87,Normal,Normal
21,58.0,1.635,MUJER,VALENCIA,60770062D,18/4/1999,21.7,Normal,Normal
24,51.6,1.52,MUJER,VALENCIA,12540581X,24/8/1996,22.33,Normal,Normal
19,60.2,1.6,MUJER,VALENCIA,13700150Q,1/3/2001,23.52,Normal,Normal
16,50.4,1.52,MUJER,VALENCIA,46382817J,10/4/2004,21.81,Normal,Normal
23,54.5,1.6059999999999999,MUJER,VALENCIA,57549037U,10/7/1997,21.13,Normal,Normal
24,57.6,1.645,MUJER,VALENCIA,76574558W,31/8/1996,21.29,Normal,Normal
19,51.1,1.59,MUJER,VALENCIA,19197366G,22/4/2001,20.21,Normal,Normal
23,61.3,1.695,MUJER,VALENCIA,77605286W,5/2/1997,21.34,Normal,Normal
19,56.6,1.63,MUJER,VALENCIA,89673393U,24/8/2001,21.3,Normal,Normal
23,53.6,1.599,MUJER,VALENCIA,22461338U,30/6/1997,20.96,Normal,Normal
20,49.2,1.555,MUJER,ALICANTE,61929631W,15/10/2000,20.35,Normal,Normal
19,56.5,1.615,MUJER,VALENCIA,28903388P,4/5/2001,21.66,Normal,Normal
18,59.5,1.63,MUJER,VALENCIA,85163958U,23/1/2002,22.39,Normal,Normal
17,59.0,1.6269999999999998,MUJER,VALENCIA,44664937H,13/8/2003,22.29,Normal,Normal
18,48.5,1.54,MUJER,VALENCIA,62402048Q,14/3/2002,20.45,Normal,Normal
18,59.0,1.59,MUJER,VALENCIA,67770423O,26/10/2002,23.34,Normal,Normal
21,57.1,1.61,MUJER,VALENCIA,16362864I,21/1/1999,22.03,Normal,Normal
18,55.7,1.56,MUJER,VALENCIA,65322444U,5/12/2002,22.89,Normal,Normal
19,53.0,1.5,MUJER,VALENCIA,85550481A,7/12/2001,23.56,Normal,Normal
22,60.8,1.67,MUJER,VALENCIA,85292799B,17/1/1998,21.8,Normal,Normal
19,58.0,1.65,MUJER,VALENCIA,89329817T,28/7/2001,21.3,Normal,Normal
23,56.8,1.6,MUJER,VALENCIA,50162153R,9/12/1997,22.19,Normal,Normal
18,56.3,1.585,MUJER,VALENCIA,80869258L,24/4/2002,22.41,Normal,Normal
24,55.3,1.48,MUJER,VALENCIA,25725310K,27/11/1996,25.25,Sobrepeso,Sobrepeso
16,50.2,1.6,MUJER,VALENCIA,28989282G,13/7/2004,19.61,Normal,Normal
21,53.9,1.64,MUJER,VALENCIA,57591984B,13/8/1999,20.04,Normal,Normal
15,46.6,1.52,MUJER,VALENCIA,30664215L,24/5/2005,20.17,Normal,Normal
19,55.3,1.57,MUJER,VALENCIA,23663854T,22/1/2001,22.43,Normal,Normal
22,57.4,1.58,MUJER,VALENCIA,48873743J,11/11/1998,22.99,Normal,Normal
21,63.9,1.69,MUJER,VALENCIA,36333219T,19/10/1999,22.37,Normal,Normal
17,52.8,1.52,MUJER,VALENCIA,28173289A,19/8/2003,22.85,Normal,Normal
18,61.5,1.605,MUJER,VALENCIA,73783003L,5/9/2002,23.87,Normal,Normal
23,52.6,1.525,MUJER,VALENCIA,82200615S,26/5/1997,22.62,Normal,Normal
16,63.8,1.605,MUJER,VALENCIA,15675712T,20/7/2004,24.77,Normal,Normal
21,72.1,1.7,MUJER,VALENCIA,36032590P,25/2/1999,24.95,Normal,Normal
17,65.0,1.67,MUJER,VALENCIA,80654523X,4/4/2003,23.31,Normal,Normal
15,63.6,1.77,MUJER,VALENCIA,76789293F,9/3/2005,20.3,Normal,Normal
17,64.5,1.63,MUJER,VALENCIA,36805636D,31/12/2003,24.28,Normal,Normal
16,59.5,1.56,MUJER,VALENCIA,50763411H,8/3/2004,24.45,Normal,Normal
19,64.5,1.63,MUJER,VALENCIA,13442468E,13/8/2001,24.28,Normal,Normal
16,62.1,1.59,MUJER,VALENCIA,67555688G,26/5/2004,24.56,Normal,Normal
17,66.8,1.63,MUJER,VALENCIA,55874104N,21/4/2003,25.14,Sobrepeso,Sobrepeso
18,64.7,1.632,MUJER,VALENCIA,65837808V,25/11/2002,24.29,Normal,Normal
15,66.0,1.65,MUJER,VALENCIA,24007430E,4/5/2005,24.24,Normal,Normal
23,62.0,1.56,MUJER,VALENCIA,66267278O,9/11/1997,25.48,Sobrepeso,Sobrepeso
18,69.0,1.56,MUJER,VALENCIA,87182467T,17/9/2002,28.35,Sobrepeso,Sobrepeso
17,73.5,1.65,MUJER,VALENCIA,65107709Y,3/2/2003,27.0,Sobrepeso,Sobrepeso
21,63.9,1.52,MUJER,VALENCIA,70390190K,19/10/1999,27.66,Sobrepeso,Sobrepeso
18,81.2,1.58,MUJER,VALENCIA,60168804F,22/6/2002,32.53,Obesidad clase 1,Obesidad
15,79.6,1.61,MUJER,VALENCIA,51192881S,27/8/2005,30.71,Obesidad clase 1,Obesidad
30,84.0,1.745,HOMBRE,VALENCIA,47885962E,7/6/1990,27.59,Sobrepeso,Sobrepeso
27,,,HOMBRE,VALENCIA,12197005B,21/5/1993,,Obesidad clase 3,Obesidad
30,66.1,1.7,HOMBRE,VALENCIA,64807080O,19/8/1990,22.87,Normal,Normal
32,72.6,1.68,HOMBRE,VALENCIA,63905193I,1/5/1988,25.72,Sobrepeso,Sobrepeso
30,,,HOMBRE,VALENCIA,21559451J,7/5/1990,,Obesidad clase 3,Obesidad
33,63.9,1.73,HOMBRE,VALENCIA,19755677X,3/6/1987,21.35,Normal,Normal
32,62.3,1.635,HOMBRE,VALENCIA,17908956Z,7/10/1988,23.31,Normal,Normal
28,50.7,1.645,HOMBRE,VALENCIA,24737529J,19/11/1992,18.74,Normal,Normal
25,63.9,1.82,HOMBRE,VALENCIA,68672310T,21/2/1995,19.29,Normal,Normal
29,68.0,1.815,HOMBRE,VALENCIA,22633126K,8/1/1991,20.64,Normal,Normal
34,55.2,1.66,HOMBRE,VALENCIA,36977424A,13/4/1986,20.03,Normal,Normal
32,58.2,1.72,HOMBRE,VALENCIA,50205100B,2/5/1988,19.67,Normal,Normal
26,54.8,1.675,HOMBRE,VALENCIA,43891891B,5/6/1994,19.53,Normal,Normal
29,70.0,1.8,HOMBRE,VALENCIA,89501605R,21/7/1991,21.6,Normal,Normal
28,72.5,1.725,HOMBRE,VALENCIA,45996294G,22/4/1992,24.36,Normal,Normal
26,67.0,1.76,HOMBRE,VALENCIA,86495315S,29/7/1994,21.63,Normal,Normal
28,61.4,1.69,HOMBRE,VALENCIA,27400243O,5/12/1992,21.5,Normal,Normal
29,71.2,1.78,HOMBRE,VALENCIA,22289550C,18/3/1991,22.47,Normal,Normal
30,73.3,1.785,HOMBRE,VALENCIA,28817494M,18/4/1990,23.01,Normal,Normal
32,70.0,1.81,HOMBRE,VALENCIA,71807441H,1/10/1988,21.37,Normal,Normal
27,72.0,1.8,HOMBRE,VALENCIA,86151739U,23/9/1993,22.22,Normal,Normal
30,71.5,1.79,HOMBRE,VALENCIA,65923702R,12/3/1990,22.32,Normal,Normal
25,75.9,1.8459999999999999,HOMBRE,VALENCIA,21473557W,12/4/1995,22.27,Normal,Normal
30,73.3,1.8,HOMBRE,VALENCIA,87311308C,20/5/1990,22.62,Normal,Normal
32,78.9,1.87,HOMBRE,VALENCIA,70733766R,14/6/1988,22.56,Normal,Normal
32,71.2,1.76,HOMBRE,VALENCIA,12239952K,4/10/1988,22.99,Normal,Normal
29,68.4,1.71,HOMBRE,VALENCIA,49560895Z,1/11/1991,23.39,Normal,Normal
25,78.7,1.775,HOMBRE,VALENCIA,26240674R,7/4/1995,24.98,Normal,Normal
26,64.1,1.65,HOMBRE,VALENCIA,66138437N,14/10/1994,23.54,Normal,Normal
