edad;peso;talla;sexo;provincia;dni;fecha_nacimiento
61;91.4;160.0;HOMBRE;VALENCIA;66653801T;26/6/1959
62;85.2;180.0;HOMBRE;VALENCIA;67126218M;6/5/1958
53;;;HOMBRE;VALENCIA;35044809J;10/10/1967
64;85.7;171.5;HOMBRE;VALENCIA;25081105I;19/3/1956
51;80.0;170.0;HOMBRE;VALENCIA;84992170Q;25/5/1969
57;71.9;168.0;HOMBRE;VALENCIA;29418752Y;28/5/1963
53;67.0;172.0;HOMBRE;VALENCIA;14816772N;13/8/1967
61;73.4;166.2;HOMBRE;VALENCIA;69230621X;13/4/1959
55;65.6;162.0;HOMBRE;VALENCIA;19283260E;12/3/1965
57;66.5;156.0;HOMBRE;VALENCIA;23105543T;20/9/1963
62;47.4;162.4;HOMBRE;VALENCIA;86022898Y;1/9/1958
61;72.6;176.0;HOMBRE;VALENCIA;19583889N;30/5/1959
63;56.1;160.0;HOMBRE;VALENCIA;19497995M;17/6/1957
52;53.2;169.0;HOMBRE;VALENCIA;33670505P;30/10/1968
62;72.9;177.0;HOMBRE;VALENCIA;19927465V;13/1/1958
52;78.0;176.0;HOMBRE;VALENCIA;89544552C;23/10/1968
63;57.7;160.0;HOMBRE;VALENCIA;62359101X;3/6/1957
55;67.6;171.0;HOMBRE;VALENCIA;73611215P;2/9/1965
60;65.0;162.0;HOMBRE;VALENCIA;36118484T;28/10/1960
63;72.9;166.0;HOMBRE;VALENCIA;52223609P;24/9/1957
63;65.1;164.0;HOMBRE;VALENCIA;15546871P;23/9/1957
58;76.5;171.0;HOMBRE;VALENCIA;48744902S;16/1/1962
53;67.1;159.5;HOMBRE;VALENCIA;26154780Y;29/4/1967
61;79.0;169.5;HOMBRE;VALENCIA;69745985J;17/1/1959
59;67.8;166.0;HOMBRE;VALENCIA;46984075X;20/9/1961
58;79.2;174.5;HOMBRE;VALENCIA;25510575S;26/12/1962
53;75.0;166.0;HOMBRE;VALENCIA;45695665I;21/1/1967
59;91.8;171.0;HOMBRE;VALENCIA;45738612N;16/1/1961
52;81.9;181.0;HOMBRE;VALENCIA;13399521V;4/10/1968
59;72.6;167.5;HOMBRE;VALENCIA;15460977G;30/5/1961
53;72.3;160.0;HOMBRE;VALENCIA;31179579F;17/11/1967
56;80.2;174.2;HOMBRE;VALENCIA;20013359D;14/2/1964
60;73.4;162.0;HOMBRE;VALENCIA;55015164X;27/12/1960
55;83.9;175.1;HOMBRE;VALENCIA;46640499D;11/7/1965
57;80.0;175.5;HOMBRE;VALENCIA;50248047X;28/9/1963
62;82.0;162.0;HOMBRE;VALENCIA;45051460N;22/7/1958
51;78.8;166.5;HOMBRE;VALENCIA;30836003W;5/10/1969
52;79.2;161.0;HOMBRE;VALENCIA;35903749F;26/12/1968
52;80.8;163.5;HOMBRE;VALENCIA;57119567D;18/12/1968
54;87.9;171.0;HOMBRE;VALENCIA;30793056J;8/2/1966
62;84.5;163.5;HOMBRE;VALENCIA;18080744K;18/1/1958
60;82.1;165.8;HOMBRE;VALENCIA;63303935M;10/11/1960
62;85.8;168.0;HOMBRE;VALENCIA;30105904F;7/6/1958
62;96.2;175.0;HOMBRE;VALENCIA;41572753K;9/9/1958
59;91.4;174.0;HOMBRE;VALENCIA;56518309L;20/2/1961
63;76.3;162.0;HOMBRE;VALENCIA;23062596G;26/9/1957
52;83.6;167.5;HOMBRE;VALENCIA;65794861Q;13/5/1968
59;105.0;180.5;HOMBRE;VALENCIA;36891530T;4/11/1961
61;81.2;164.0;HOMBRE;VALENCIA;19326207K;7/5/1959
61;92.0;172.0;HOMBRE;VALENCIA;87225414H;5/7/1959
50;90.5;170.0;HOMBRE;VALENCIA;55917051L;9/12/1970
57;83.5;164.0;HOMBRE;ALICANTE;39940767L;19/8/1963
60;80.2;160.0;HOMBRE;VALENCIA;51880033Y;26/2/1960
53;92.3;167.5;HOMBRE;VALENCIA;57634931N;11/10/1967
50;69.8;153.5;MUJER;ALICANTE;28302130T;5/8/1970
62;58.8;152.0;MUJER;VALENCIA;18252532Y;23/7/1958
55;77.6;156.0;MUJER;VALENCIA;28130342L;17/2/1965
55;56.0;145.0;MUJER;VALENCIA;42990004Z;10/9/1965
59;79.0;157.5;MUJER;VALENCIA;68758204C;12/3/1961
53;78.0;160.0;MUJER;VALENCIA;21387663X;21/4/1967
64;64.0;154.0;MUJER;ALICANTE;37922258Q;14/11/1956
53;;;MUJER;ALICANTE;35731961A;30/9/1967
61;73.5;161.0;MUJER;VALENCIA;47542386X;16/8/1959
54;63.5;162.2;MUJER;VALENCIA;87826672P;18/1/1966
64;66.7;153.0;MUJER;VALENCIA;51922980H;16/6/1956
57;60.8;157.0;MUJER;VALENCIA;54929270Z;8/1/1963
52;56.6;148.5;MUJER;VALENCIA;48143644G;23/2/1968
61;70.3;151.5;MUJER;VALENCIA;30878950A;11/8/1959
50;59.9;160.8;MUJER;VALENCIA;53039602E;22/10/1970
62;60.1;140.0;MUJER;VALENCIA;53769701X;31/8/1958
52;73.8;150.0;MUJER;VALENCIA;39296562B;2/6/1968
61;63.0;152.0;MUJER;VALENCIA;14473196X;25/4/1959
58;82.2;163.0;MUJER;VALENCIA;34057028J;16/12/1962
61;70.6;152.8;MUJER;VALENCIA;81083993E;22/12/1959
56;57.2;156.5;MUJER;VALENCIA;46339870M;17/7/1964
50;63.9;161.2;MUJER;VALENCIA;74985519G;16/4/1970
59;61.7;163.5;MUJER;VALENCIA;39210668A;4/4/1961
53;63.5;162.0;MUJER;VALENCIA;46855234I;15/8/1967
60;58.3;156.2;MUJER;VALENCIA;70519031L;4/5/1960
53;59.0;160.5;MUJER;VALENCIA;37621629T;19/6/1967
60;53.6;151.0;MUJER;VALENCIA;14344355N;4/10/1960
50;56.7;151.5;MUJER;VALENCIA;62831518K;18/11/1970
55;63.6;164.0;MUJER;VALENCIA;12927104A;27/5/1965
57;59.0;150.0;MUJER;VALENCIA;66224331H;25/1/1963
51;56.8;152.5;MUJER;VALENCIA;86710050C;12/1/1969
52;61.1;158.0;MUJER;VALENCIA;18724949M;3/12/1968
58;55.0;151.0;MUJER;VALENCIA;49045531L;10/5/1962
54;66.8;161.5;MUJER;VALENCIA;84691541L;20/6/1966
51;58.7;152.0;MUJER;VALENCIA;31995572T;11/4/1969
51;66.2;157.5;MUJER;VALENCIA;87912566Q;9/12/1969
60;73.5;153.1;MUJER;VALENCIA;52567185D;13/4/1960
52;65.0;157.0;MUJER;VALENCIA;75586777U;23/12/1968
53;69.5;165.0;MUJER;VALENCIA;61113638U;9/12/1967
63;68.3;160.0;MUJER;VALENCIA;36247325S;13/6/1957
56;78.6;154.0;MUJER;VALENCIA;32167360H;30/1/1964
58;69.5;168.0;MUJER;VALENCIA;79881477E;18/6/1962
50;77.9;163.0;MUJER;VALENCIA;85121011X;10/3/1970
59;61.9;145.0;MUJER;VALENCIA;65580126E;24/10/1961
63;70.1;157.0;MUJER;VALENCIA;18896737B;11/9/1957
63;72.0;151.5;MUJER;VALENCIA;89072135J;10/9/1957
54;74.4;160.0;MUJER;VALENCIA;15418030J;23/3/1966
56;75.6;156.5;MUJER;VALENCIA;82501244L;21/11/1964
53;67.2;153.5;MUJER;VALENCIA;61199532W;13/5/1967
55;71.0;156.0;MUJER;VALENCIA;84949223H;12/9/1965
61;72.8;158.0;MUJER;VALENCIA;88384983O;3/4/1959
63;75.0;152.0;MUJER;VALENCIA;59266917Z;14/6/1957
64;63.4;147.0;MUJER;VALENCIA;85078064T;17/5/1956
58;76.4;153.5;MUJER;VALENCIA;48272485B;9/10/1962
61;71.9;144.5;MUJER;VALENCIA;61714896K;23/9/1959
56;87.4;165.0;MUJER;VALENCIA;40155502L;4/3/1964
64;90.0;165.0;MUJER;VALENCIA;31308420A;30/7/1956
63;70.5;145.0;MUJER;VALENCIA;86237633F;10/1/1957
55;81.3;152.0;MUJER;VALENCIA;18639055Z;29/12/1965
52;82.5;143.1;MUJER;VALENCIA;48830796O;10/1/1968
58;87.7;151.0;MUJER;VALENCIA;14430249Q;24/11/1962
57;96.8;151.5;MUJER;VALENCIA;22547232O;11/2/1963
78;;;HOMBRE;VALENCIA;19841571S;12/4/1942
73;54.8;150.0;HOMBRE;VALENCIA;72924063I;8/11/1947
74;65.2;151.8;HOMBRE;VALENCIA;24565741E;11/4/1946
75;119.8;170.4;HOMBRE;VALENCIA;48787849J;25/6/1945
67;59.3;169.2;HOMBRE;VALENCIA;37793417R;26/7/1953
67;58.3;170.0;HOMBRE;VALENCIA;87568990Z;8/4/1953
65;60.9;171.0;HOMBRE;VALENCIA;43677156L;23/12/1955
71;60.2;157.0;HOMBRE;VALENCIA;12282899D;7/1/1949
65;64.1;167.0;HOMBRE;VALENCIA;56389468C;2/6/1955
67;69.7;174.5;HOMBRE;VALENCIA;21430610H;12/1/1953
70;55.1;157.5;HOMBRE;VALENCIA;38995933N;30/5/1950
81;60.3;163.1;HOMBRE;VALENCIA;43720103K;29/8/1939
73;70.2;171.0;HOMBRE;VALENCIA;64420557J;12/9/1947
81;64.1;159.5;HOMBRE;VALENCIA;54027383J;8/4/1939
70;72.5;175.0;HOMBRE;VALENCIA;31651996I;14/1/1950
69;80.9;169.0;HOMBRE;VALENCIA;23019649F;15/9/1951
78;69.1;159.0;HOMBRE;VALENCIA;61285426P;1/3/1942
74;78.6;176.0;HOMBRE;VALENCIA;53469072V;18/3/1946
69;65.6;165.0;HOMBRE;VALENCIA;72022176X;31/8/1951
77;70.0;164.0;HOMBRE;VALENCIA;37278053P;18/4/1943
67;84.0;177.5;HOMBRE;VALENCIA;43805997S;8/4/1953
67;77.9;168.0;HOMBRE;VALENCIA;38523516B;24/7/1953
65;76.3;169.0;HOMBRE;VALENCIA;86366474B;26/4/1955
72;88.1;182.1;HOMBRE;VALENCIA;52481291O;30/3/1948
68;80.9;170.5;HOMBRE;VALENCIA;69831879M;30/3/1952
68;68.0;170.0;HOMBRE;VALENCIA;22031868N;14/11/1952
69;70.0;159.5;HOMBRE;VALENCIA;59653440L;15/5/1951
78;74.0;163.0;HOMBRE;VALENCIA;43848944Y;7/2/1942
72;83.0;170.0;HOMBRE;VALENCIA;29461699S;30/4/1948
65;82.0;169.0;HOMBRE;VALENCIA;68844098V;11/5/1955
65;80.0;165.0;HOMBRE;VALENCIA;64592345Y;22/5/1955
73;86.8;169.0;HOMBRE;VALENCIA;81814092U;13/2/1947
69;78.5;163.0;HOMBRE;VALENCIA;66439066Y;31/5/1951
71;71.5;151.5;HOMBRE;VALENCIA;46125135J;2/8/1949
76;91.1;172.0;HOMBRE;VALENCIA;53211390W;17/10/1944
74;77.3;163.0;HOMBRE;VALENCIA;51235828K;16/4/1946
74;72.5;160.5;HOMBRE;VALENCIA;13055945O;24/9/1946
71;85.0;160.3;HOMBRE;VALENCIA;48701955J;21/6/1949
69;93.0;169.5;HOMBRE;VALENCIA;75672671R;10/10/1951
74;87.2;168.0;HOMBRE;VALENCIA;64248769F;27/3/1946
65;117.2;171.0;HOMBRE;VALENCIA;46554605Q;31/7/1955
80;73.4;140.0;MUJER;VALENCIA;77734127V;30/11/1940
65;63.4;146.0;MUJER;VALENCIA;31737890V;24/12/1955
68;70.9;152.5;MUJER;VALENCIA;89029188Z;23/1/1952
79;59.2;153.0;MUJER;VALENCIA;82673032O;25/1/1941
67;75.2;150.5;MUJER;VALENCIA;89200976H;27/6/1953
67;76.2;155.0;MUJER;VALENCIA;81728198X;12/6/1953
77;66.6;152.5;MUJER;VALENCIA;88900347H;9/6/1943
76;47.2;151.0;MUJER;VALENCIA;72881116R;27/5/1944
77;65.0;150.0;MUJER;VALENCIA;88642665M;7/12/1943
77;64.4;150.5;MUJER;VALENCIA;63862246D;8/9/1943
69;115.4;166.5;MUJER;VALENCIA;56561256B;22/6/1951
71;70.5;162.5;MUJER;VALENCIA;25338787S;14/9/1949
65;60.4;156.0;MUJER;VALENCIA;69788932O;15/3/1955
79;79.5;155.0;MUJER;VALENCIA;66009596E;1/2/1941
72;66.3;150.5;MUJER;VALENCIA;38094046N;14/4/1948
69;66.1;158.5;MUJER;VALENCIA;73224692G;19/9/1951
70;57.3;145.5;MUJER;VALENCIA;18982631F;6/12/1950
75;75.6;150.0;MUJER;VALENCIA;36590901D;6/5/1945
65;66.5;148.5;MUJER;VALENCIA;16706440U;13/4/1955
69;70.3;148.5;MUJER;VALENCIA;28087395G;9/6/1951
71;65.4;151.0;MUJER;VALENCIA;80955152A;21/7/1949
80;65.1;145.1;MUJER;VALENCIA;59825228C;26/11/1940
67;83.6;152.0;MUJER;VALENCIA;89845181E;23/6/1953
69;55.6;152.8;MUJER;VALENCIA;60598274I;10/2/1951
79;67.1;155.0;MUJER;VALENCIA;85378693M;9/8/1941
77;48.3;141.5;MUJER;VALENCIA;88170248J;25/11/1943
68;63.9;145.0;MUJER;VALENCIA;74126579V;27/12/1952
84;67.7;154.0;MUJER;VALENCIA;43118845B;17/10/1936
65;91.5;153.5;MUJER;VALENCIA;48057750H;5/8/1955
66;56.3;146.0;MUJER;VALENCIA;47843015U;18/7/1954
82;51.0;148.0;MUJER;VALENCIA;81556410H;9/2/1938
70;50.1;150.1;MUJER;VALENCIA;67641582Z;21/9/1950
70;56.8;145.0;MUJER;VALENCIA;60984797N;19/7/1950
67;65.8;152.0;MUJER;VALENCIA;48014803L;12/9/1953
85;47.6;143.2;MUJER;VALENCIA;79924424K;9/7/1935
85;89.0;144.0;MUJER;VALENCIA;85808163X;14/8/1935
74;64.0;151.2;MUJER;VALENCIA;65751914B;30/11/1946
85;59.0;143.0;MUJER;VALENCIA;49646789O;18/11/1935
71;43.1;161.0;MUJER;VALENCIA;62015525H;16/10/1949
71;57.0;157.0;MUJER;VALENCIA;39167721S;10/7/1949
75;55.3;164.5;MUJER;VALENCIA;27314349J;22/4/1945
68;50.2;148.5;MUJER;VALENCIA;67856317C;15/8/1952
72;64.0;154.0;MUJER;VALENCIA;72623434K;22/11/1948
74;59.5;148.5;MUJER;VALENCIA;29246964M;24/8/1946
72;57.6;154.0;MUJER;VALENCIA;59052182P;6/10/1948
67;64.6;159.0;MUJER;VALENCIA;44836725J;4/9/1953
67;58.5;153.0;MUJER;VALENCIA;30964844R;14/1/1953
66;57.5;150.0;MUJER;VALENCIA;15761606K;30/1/1954
72;63.7;159.0;MUJER;VALENCIA;41486859H;24/9/1948
71;57.6;153.5;MUJER;VALENCIA;74298367N;8/9/1949
81;62.5;148.0;MUJER;VALENCIA;34529445G;27/10/1939
71;70.1;152.5;MUJER;VALENCIA;33498717W;9/9/1949
80;71.5;163.1;MUJER;VALENCIA;78593067S;23/12/1940
70;60.0;148.0;MUJER;VALENCIA;58450924V;17/6/1950
65;80.0;167.0;MUJER;VALENCIA;50376888C;20/6/1955
66;61.2;151.0;MUJER;VALENCIA;72236911K;16/9/1954
72;57.3;150.1;MUJER;VALENCIA;76832240B;9/11/1948
73;71.1;162.5;MUJER;VALENCIA;56690097M;15/11/1947
65;64.0;151.5;MUJER;VALENCIA;86881838N;4/9/1955
69;80.5;166.5;MUJER;VALENCIA;44364308O;2/2/1951
76;80.0;169.0;MUJER;VALENCIA;16319917G;28/1/1944
82;60.3;142.5;MUJER;VALENCIA;25124052I;26/1/1938
80;58.0;156.0;MUJER;VALENCIA;82844820E;22/8/1940
70;71.2;155.0;MUJER;VALENCIA;84562700X;31/5/1950
70;69.0;153.0;MUJER;VALENCIA;26455409C;16/11/1950
66;64.2;149.5;MUJER;ALICANTE;77046975K;27/5/1954
71;80.2;157.0;MUJER;VALENCIA;22761967H;25/11/1949
81;68.3;150.0;MUJER;VALENCIA;20958193X;31/1/1939
86;66.5;154.5;MUJER;VALENCIA;71249130S;23/2/1934
67;74.1;150.0;MUJER;VALENCIA;76531611O;30/1/1953
72;86.4;149.0;MUJER;VALENCIA;84433859K;22/6/1948
